歌曲,歌手,連結,作詞,作曲,編曲,製作,歌詞全文,cluster_name,emo_joy,emo_sad,emo_calm,emo_angry,emo_fear_anxiety,emo_disgust,cluster
明天過後,張傑,,葛佳慧,梁偉豐,,,"沒有星星的夜空
沒有話題能補充
太多承諾從指縫中流走
不敢奢求什麼
回憶將我們扣留
嗚~一瞬間親吻的時候
一切就好像輪迴般朦朧
心動漸漸地失控
是否兩個人足夠捕捉愛的鏡頭
閉上了眼睛 記得你的笑容
幸福的從容 將靈魂都掏空
享受一分鐘的感動
是否愛上一個人 不問明天過後
山明和水秀 不比你有看頭
牽著你的手 一直走到最後
這一刻 怎麼回頭
沒有星星的夜空
沒有話題能補充
太多承諾從指縫中流走
不敢奢求什麼
回憶將我們扣留
嗚~一瞬間親吻的時候
一切就好像輪迴般朦朧
心動漸漸地失控
是否兩個人足夠捕捉愛的鏡頭
閉上了眼睛 記得你的笑容
幸福的從容 將靈魂都掏空
享受一分鐘的感動
是否愛上一個人 不問明天過後
山明和水秀 不比你有看頭
牽著你的手 一直走到最後
這一刻 怎麼回頭
是否兩個人足夠 捕捉愛的鏡頭
閉上了眼睛 記得你的笑容
幸福的從容 將靈魂都掏空
享受一分鐘的感動
是否愛上一個人 不問明天過後
山明和水秀 不比你有看頭
牽著你的手 一直走到最後
這一刻 怎麼回頭
這一刻 怎麼回頭",暖心抒情・流行情歌群,0.38476056,0.43322504,0.41009504,0.3298192,0.38685942,0.3275658,1
明月千里寄相思,蔡琴,,金流,金流,,,"夜色茫茫罩四周
天邊新月如鉤
回憶往事恍如夢
重尋夢境何處求
人隔千里路悠悠
未曾遙問心已愁
請明月代問候
思念的人兒淚常流
月色濛濛夜未盡
周遭寂寞寧靜
桌上寒燈光不明
伴我獨坐孤苦零
人隔千里無音訊
欲待遙問終無憑
請明月代傳信
寄我片紙兒慰離情",能量爆發・搖滾帶感群,0.36085367,0.51989174,0.4477262,0.38678223,0.42243022,0.36533102,4
明明很愛你,品冠 / 梁靜茹,,姚若龍,조우진,項仲為,蔡尚文,"女：有多少人在旁邊
我們都視而不見
彼此卻忍不住多看幾眼
感覺強烈
已經微笑的放電
已經暗示到極限
沒勇氣的人猶豫的瞬間
幸福就飄過面前
男：我平凡無奇而你
像燦爛星星 讓我擔心
合：明明很愛你
明明想靠近
男：但是你的身邊
有人捧花總是擁擠
我憑什麼一一打敗情敵
合：敢大聲說要做你(我)的唯一
明明很愛你(我) 明明想靠近
為什麼還要再浪費時間
不把你(我)抱緊 夠真心
才是(就是)最厲害的武器
我會(你要)拼命讓你(我)更滿意
男：我平凡無奇而你
像燦爛星星 讓我擔心
合：明明很愛你
明明想靠近
男：但是你的身邊
有人捧花總是擁擠
我憑什麼一一打敗情敵
合：敢大聲說要做你(我)的唯一
明明很愛你(我) 明明想靠近
為什麼還要再浪費時間
不把你(我)抱緊 夠真心
才是(就是)最厲害的武器
我會(你要)拼命讓你(我)更滿意
女：講配不配太俗氣
說愛不愛要問心
愛由我們自己決定不必理
跌破誰的眼鏡
男：明明很愛你
明明想靠近
但是你的身邊
有人捧花總是擁擠
我憑什麼一一打敗情敵
敢大聲說要做你的唯一
女：我的唯一
男：明明很愛你
合：明明想靠近
為什麼還要再浪費時間
不把你(我)抱緊 夠真心
才是(就是)最厲害的武器
我會(你要)拼命讓你(我)更滿意",戀愛甜系・溫柔告白群,0.39727792,0.40219557,0.34110934,0.36627617,0.428114,0.35379952,3
朋友,周華健,https://www.kkbox.com/tw/tc/song/T-psi1v--xXCUAu_1k,劉思銘　 ,劉志宏,,,"這些年 一個人 風也過 雨也走
有過淚 有過錯 還記得堅持什麼
真愛過 才會懂 會寂寞 會回首
終有夢 終有你 在心中
朋友 一生一起走 那些日子 不再有
一句話 一輩子 一生情 一杯酒
朋友 不曾孤單過 一聲朋友 你會懂
還有傷 還有痛 還要走 還有我
這些年 一個人 風也過 雨也走
有過淚 有過錯 還記得堅持什麼
真愛過 才會懂 會寂寞 會回首
終有夢 終有你 在心中
朋友 一生一起走 那些日子 不再有
一句話 一輩子 一生情 一杯酒
朋友 不曾孤單過 一聲朋友 你會懂
還有傷 還有痛 還要走 還有我
朋友 一生一起走 那些日子 不再有
一句話 一輩子 一生情 一杯酒
朋友 不曾孤單過 一聲朋友 你會懂
還有傷 還有痛 還要走 還有我
朋友 一生一起走 那些日子 不再有
一句話 一輩子 一生情 一杯酒
朋友 不曾孤單過 一聲朋友 你會懂
還有傷 還有痛 還要走 還有我
一句話 一輩子 一生情 一杯酒",暖心抒情・流行情歌群,0.2961498,0.4792371,0.2948169,0.32111925,0.27840686,0.28565323,1
河岸,伊能靜,,廖瑩如,陳珊妮,,,"冬雪融化了沒有人會在意
而我旅行了等明信片的會是誰誰
紅色的毛衣天天穿是怕寂寞啊
那座橋沒有那麼美還是沒有心理會
河穿過城鎮把一切分兩邊
還那麼無辜人們無言的來回走走
白色的圍巾飄飄著我的氣味啊
那個人回頭看一眼是否為了我是否
啦…啦…啦…
書快看完了開始覺得心慌
雨下得好密落進喝完的咖啡杯唉
無色的愛情什麼時候才能不荒涼
河岸邊分隔的城市被雨汪洋成一片
啦…啦…啦…
倔強的走著一定要沿著河
看看它用多少的橋連線多少的離別
潮溼的風中飛下來春天的落葉
我想是吧再美的季節也會有一些落單
在這下雨的河岸
啦…啦…啦",正能量・勵志流行群,0.33133984,0.4804935,0.3723697,0.42998803,0.40592965,0.4075906,5
泡沫,鄧紫棋 (G.E.M.),https://www.kkbox.com/tw/tc/song/Wpjr0kRraMOw-_7LJM,鄧紫棋,鄧紫棋,魯士郎,鄧紫棋、魯士郎,"陽光下的泡沫 是彩色的
就像被騙的我 是幸福的
追究什麼對錯 你的謊言 基於你還愛我


美麗的泡沫 雖然一剎花火
你所有承諾 雖然都太脆弱
但愛像泡沫 如果能夠看破 有什麼難過


早該知道泡沫 一觸就破
就像已傷的心 不勝折磨
也不是誰的錯 謊言再多 基於你還愛我


美麗的泡沫 雖然一剎花火
你所有承諾 雖然都太脆弱
愛本是泡沫 如果能夠看破 有什麼難過
再美的花朵 盛開過就凋落
再亮眼的星 一閃過就墜落
愛本是泡沫 如果能夠看破 有什麼難過


為什麼難過 有什麼難過 為什麼難過


全都是泡沫 只一剎的花火
你所有承諾 全部都太脆弱
而你的輪廓 怪我沒有看破 才如此難過
相愛的把握 要如何再搜索
相擁著寂寞 難道就不寂寞
愛本是泡沫 怪我沒有看破 才如此難過


在雨下的泡沫 一觸就破
當初熾熱的心 早已沉沒
說什麼你愛我 如果騙我 我寧願你沉默

妳說把愛放了 才能解脫 

說的有多麼灑脫 

我們都愛的太苛刻 

太值得太難得 

太快活太捨得 

太快樂也太折磨 


全都是泡沫 只一剎的花火 

妳的所有承諾 全都太脆弱 

而愛像泡沫 如果能夠看破 

有什麼難過 

為什麼難過 

再美的花朵 盛開過就凋落 

再亮眼的星 一閃過就墜落 

愛本是泡沫 如果能夠看破 

有什麼難過 

為什麼難過 


當妳的眼神 穿過我的 記起 

穿過我的心底 


最美的不是下雨天 

是曾與妳躲過雨的屋簷 

回憶的畫面 

在蕩鞦韆 夢開始不甜 

妳說把愛放了 才能解脫 

說的有多麼灑脫 

我們都愛的太苛刻 

太值得太難得 

太快活太捨得 

太快樂也太折磨 


全都是泡沫 只一剎的花火 

妳的所有承諾 全都太脆弱 

而愛像泡沫 如果能夠看破 

有什麼難過 

為什麼難過 

再美的花朵 盛開過就凋落 

再亮眼的星 一閃過就墜落 

愛本是泡沫 如果能夠看破 

有什麼難過 

為什麼難過 


泡沫 (Oh oh oh oh) 泡沫 (Oh oh oh oh) 

愛本是泡沫 如果能夠看破 

有什麼難過",心碎系・失戀情緒群,0.41135082,0.38611665,0.38310933,0.3415602,0.35906172,0.3227342,2
炙愛,陳忻玥,https://www.kkbox.com/tw/tc/song/KkcCCmjD5hrtC6Mc1D,李杰明 W.M.L,李杰明 W.M.L,Skot Suyama 陶山,,我的心 你的心 已沒有交集 我看著你 熟睡裡 嘴角毫無笑意 為什麼我要這樣欺騙自己 說什麼你還是當初那個你 我已經沒有分辨明理的能力 只能用力吻著妳 想用身體留著你 But oh Feels like everything is falling And I’m torn 這樣的痛你懂不懂 我看著你 可我心裡卻空無一人 你是我的摯愛也是我的炙愛 盲目的等待 你看著我 卻看不出來我在自焚 你是我的摯愛也是我的炙愛 笑著卻倦怠 我的心 你的心 已沒有交集 我看著你 熟睡裡 嘴角毫無笑意 為什麼我要這樣欺騙自己 說什麼你還是當初那個你 我已經沒有分辨明理的能力 只能用力吻著妳 想用身體留著你 But oh Feels like everything is falling And I’m torn 這樣的痛你懂不懂 我看著你 可我心裡卻空無一人 你是我的摯愛也是我的炙愛 盲目的等待 你看著我 卻看不出來我在自焚 你是我的摯愛也是我的炙愛 我看著你 可我心裡卻空無一人 你是我的摯愛也是我的炙愛 盲目的等待 你看著我 卻看不出來我在自焚 你是我的摯愛也是我的炙愛 笑著卻倦怠,戀愛甜系・溫柔告白群,0.3930502,0.5155406,0.43398297,0.43889415,0.38863367,0.41455728,3
牧馬人,楊坤,,文雅,楊坤,張亞東、炫飛,,風吹過草低見牛羊呼倫貝爾泥土都帶香一揮手雄鷹在肩膀把天地都收進胸膛家就在奔馳馬背上遊牧民族熱愛著遠方被風霜雕刻的臉龐從出生就有的滄桑牧馬人還在流浪他追隨著遷徙的草場寂寞時歌聲悠揚那支長調世代傳唱牧馬人還在流浪他身後是落下的夕陽馬頭琴對著月亮沒人知道他的憂傷家就在奔馳馬背上遊牧民族熱愛著遠方被風霜雕刻的臉龐從出生就有的滄桑牧馬人還在流浪他追隨著遷徙的草場寂寞時歌聲悠揚那支長調世代傳唱牧馬人還在流浪他身後是落下的夕陽馬頭琴對著月亮沒人知道他的憂傷天蒼蒼 野茫茫自由像風一樣那是我伸手就可及的天堂天蒼蒼 野茫茫人心潔淨安詳那是我早已回不去的故鄉天蒼蒼 野茫茫自由像風一樣那是我伸手就可及的天堂天蒼蒼 野茫茫人心潔淨安詳那是我早已回不去的故鄉天蒼蒼 野茫茫自由像風一樣那是我伸手就可及的天堂天蒼蒼 野茫茫人心潔淨安詳那是我早已回不去的故鄉天蒼蒼 野茫茫自由像風一樣那是我伸手就可及的天堂天蒼蒼 野茫茫人心潔淨安詳那是我早已回不去的故鄉,能量爆發・搖滾帶感群,0.42786622,0.42698517,0.3711611,0.46747956,0.36205277,0.41502547,4
玫瑰少年,五月天,https://www.kkbox.com/tw/tc/song/WsiE46_WZsiE84TB48,陳怡茹(歌詞協力) / 阿信 / 蔡依林,剃刀蔣 / 蔡依林,賴暐哲 / 五月天,,"誰把誰的靈魂 裝進誰的身體 誰把誰的身體 變成囹圄囚禁自己 亂世總是最 不缺耳語 哪種美麗會 換來妒忌 你並沒有罪 有罪的是這世界 生而為人無罪 你不需要抱歉 One day I will be you baby boy, and you gon'be me 喧嘩如果不停 讓我陪你安靜 I wish I could hug you, till you're really really being free 哪朵玫瑰沒有荊棘 最好的 報復是 美麗 最美的 盛開是 反擊 別讓誰去 改變了你 你是你 或是妳 都行 會有人 全心的 愛你 試著想像 you switched to his body Sexuality 當心什麼會傷你 多少次的重傷 多少次的冷語 Drowning 誰會拉你 Dreaming 誰會陪你 Same shit happens every day 你離開後 世界可改變 多少無知罪愆 事過不境遷 永誌不忘紀念 往事不如煙 生而為人無罪 你不需要抱歉 One day I will be you baby boy, and you gon'be me 喧嘩如果不停 讓我陪你安靜 I wish I could hug you, till you're really really being free 哪朵玫瑰 沒有荊棘 最好的 報復是 美麗 最美的 盛開是 反擊 別讓誰去 改變了你 你是你 或是妳 都行 會有人 全心的 愛你 玫瑰少年 在我心裡 綻放著 鮮豔的 傳奇 我們都 從來沒 忘記 你的控訴 沒有聲音 卻傾訴 更多的 真理 卻喚醒 無數的 真心 哪朵玫瑰沒有荊棘 最好的 報復是 美麗 最美的 盛開是 反擊 別讓誰去 改變了你 你是你 或是妳 都行 會有人 全心的 愛你 玫瑰少年 在我心裡 玫瑰少年 在我心裡",戀愛甜系・溫柔告白群,0.3312055,0.40049338,0.35449624,0.33028513,0.22352588,0.35985708,3
盲點,G.E.M.鄧紫棋,,G.E.M.鄧紫棋,G.E.M.鄧紫棋,Lupo Groinig,Lupo Groinig,"我數著腳步的聲音
漫無目的地前進
回家或到處散散心
我也做不了決定
生活事業社交關係
明明都努力上進
但望著繁忙行事曆
只感覺到空洞的心
世界我看得再遠
始終有一個盲點
你就在我的身邊
我卻一直沒有發現
成功在及手不遠
只不過剎那雲煙
恨自己一直沒有回頭看見
愛就在眼前
一個人背多少責任
才算是成熟安分
身上要多少的傷痕
才叫做精彩的人生
世界我看得再遠
始終有一個盲點
你就在我的身邊
我卻一直沒有發現
成功在及手不遠
只不過剎那雲煙
恨自己一直沒有回頭看見
你就在眼前
雨天忘了為你撐傘
生日忘了問你的願望
你付了多少我不知道的賬單
你做了多少我沒回來的晚餐
Oh 始終有一個盲點
Oh 我一直沒有發現
Oh 你一直在我身邊
恨自己一直沒有回頭看見
愛就在眼前",正能量・勵志流行群,0.2584648,0.47089875,0.30673987,0.3312331,0.36075944,0.32565582,5
直到我遇見了你,李友廷,https://www.kkbox.com/tw/tc/song/5XGJuQGvELRufsqXb7,李友廷 / 鵝毛筆,李友廷,,,以為生活就是重複 自己就是全部 直到我遇見了你 直到我遇見了你 girl 一個眼神交錯 請你別再對我保留 透露一點線索 像 夜空最閃亮的一顆星 你是 已知世界最美麗風景 如果沒有遇見你 全身細胞不會告訴自己 我渴望 我想要 你全部 的全部 你讓我醉的抓狂 都因為你 都因為你 你後退 我往前 走兩步再轉個圈 享受著與你的共舞 你盲注 我梭哈 這個遊戲多好玩 除了你還能夠愛誰 寫首歌曲 旋律是你 節奏是宇宙 oh 讓我們更靠近 文字就交給歲月慢慢填齊 我一天比一天更愛你 收藏你每個表情 每一秒更相信 愛是結果也是原因 像 睡醒後第一口溫開水 你是 盛夏中期待的冬天 使我瘋癲 就算有煩惱和憂鬱 也只是幸福的煩惱和憂鬱 呃... 這邊我還沒想好要怎麼唱 渴望 想要 你全部 的全部 你讓我醉的抓狂 都因為你 都因為你 你後退 我往前 走兩步再轉個圈 享受著與你的共舞 你盲注 我梭哈 這個遊戲多好玩 除了你還能夠愛誰 你後退 我往前 走兩步再轉個圈 享受著與你的共舞 你盲注 我梭哈 這個遊戲多好玩 除了你還能夠愛誰,心碎系・失戀情緒群,0.36951825,0.392801,0.33467534,0.34428948,0.36294115,0.33118597,2
知己,動力火車,https://www.kkbox.com/tw/tc/song/8mzL-ZfQJRsamEcWi8,,,,,都不是 應該愛的人 嘴上說得輕鬆 心卻認了真 不應該 愛上那個人 例外一發生 就守不住本份 每一次相遇眼神 半冷半生份 冰山卻默默 著 摩擦 生熱 我為你心動了 為你我心痛了 活像個 又當又立的人 我們都早已擁有另一份 穩定的安身 要怎麼按耐兩個靈魂 我知道妳哭了 妳知道我恨了 再一步 都會變成壞人 不對的時間 愛上了 對的人 天好狠 給了我們 這該死的沉淪 還越陷越深 未收斂 眼色的貪渴 多少都有相互試探著 入坑 當知己 演成第三者 不該錯的角色 挑戰了 道德 克制不住的感情 誰能負責任 當我們交換了第一個吻 我為妳心動了 為妳我心痛了 活像個 又當又立的人 我們都早已擁有另一份 穩定的安身 要怎麼按耐兩個靈魂 我知道妳哭了 妳知道我恨了 一個吻 成就兩個壞人 不對的時間 再對的 兩個人 別愛了 心該死嗎 有沒有答案能 來救贖我們 我知道你哭了 我知道妳累了 妳知道我瘋了 一個吻 成就兩個壞人 不對的時間 再對的 兩個人 別愛了 心該死嗎 有沒有答案能 來救贖我們,戀愛甜系・溫柔告白群,0.32307273,0.53647155,0.40652347,0.44431382,0.3725325,0.45990348,3
空白格,蔡健雅,,蔡健雅,蔡健雅,Adam Lee、蔡健雅,,其實很簡單其實很自然兩個人的愛由兩人分擔其實並不難是你太悲觀隔著一道牆不跟誰分享不想讓你為難你不再需要給我個答案我想你是愛我的我猜你也捨不得但是怎麼說總覺得我們之間留了太多空白格也許你不是我的愛你卻又該割捨分開或許是選擇但它也可能是我們的緣分我想你是愛我的我猜你也捨不得但是怎麼說總覺得我們之間留了太多空白格也許你不是我的愛你卻又該割捨分開或許是選擇但它也可能是我們的緣分但它也可能是我們的緣分,戀愛甜系・溫柔告白群,0.26834342,0.4040274,0.37588882,0.28489208,0.3043415,0.29918605,3
空白格,蔡健雅,,蔡健雅,蔡健雅,Adam Lee/蔡健雅,蔡健雅,"Piano : Ioshua Wan
String Arrangement : Bang Wen Fu/蔡健雅
Recording Engineers : Caveman/Glow
Recording Studio : Boss Studio (Singapore)
Editing Engineer : Edwin
Vocal Recording Engineer : 蔡健雅
Vocal Recording Studio : Tangy Studio
Mixing Engineer : Kenny Fan
Mixing Studio : Yohu Studio
OP : Tangy Music Publishing
SP : Warner/Chappell Music Taiwan Ltd.
其實很簡單 其實很自然
兩個人的愛由兩人分擔
其實並不難 是你太悲觀
隔著一道牆不跟誰分享
不想讓你為難
你不再需要給我個答案
我想你是愛我的
我猜你也捨不得
但是怎麼說 總覺得
我們之間留了太多空白格
也許你不是我的
愛你卻又該割捨
分開或許是選擇
但它也可能是我們的緣分
其實很簡單 其實很自然
兩個人的愛由兩人分擔
其實並不難 是你太悲觀
隔著一道牆不跟誰分享
不想讓你為難
你不再需要給我個答案
我想你是愛我的
我猜你也捨不得
但是怎麼說 總覺得
我們之間留了太多空白格
也許你不是我的
愛你卻又該割捨
分開或許是選擇
但它也可能是我們的緣分
我想你是愛我的
我猜你也捨不得
但是怎麼說 總覺得
我們之間留了太多空白格
也許你不是我的
愛你卻又該割捨
分開或許是選擇
但它也可能是我們的緣分",節奏律動・嘻哈舞曲群,0.19782297,0.16133817,0.18630534,0.18715043,0.15563293,0.13946778,0
肩膀,張信哲,,梁錦興,黃慧雯,黃慧雯,,或許寂寞會讓人不安思念敲門的時候總覺得慌張但你的模樣 是時間衝不淡還是自己的潛意識在倔強任性是你曾有的翅膀失去你感覺像失去一座避風港此刻受了傷 你給過的希望還能往哪裡找加油站靠著我的肩膀 是你戒不掉的習慣兩個人的天亮 你有我的溫度取暖靠著我的肩膀 就能抵住了全部風寒再多曾經的傷感 都在我的背彎安靜的柔軟平躺靠著我的肩膀 還能依偎在誰身旁失去的安全感 午夜夢迴倍感慌張靠著我的肩膀 幸福感覺的理所當然再多擁抱都徒然 誰給的都沒有我的那溫暖任性是你曾有的翅膀失去你感覺像失去一座避風港此刻受了傷 你給過的希望還能往哪裡找加油站靠著我的肩膀 是你戒不掉的習慣兩個人的天亮 你有我的溫度取暖靠著我的肩膀 就能抵住了全部風寒再多曾經的傷感 都在我的背彎安靜的柔軟平躺靠著我的肩膀 還能依偎在誰身旁失去的安全感 午夜夢迴倍感慌張靠著我的肩膀 幸福感覺的理所當然再多擁抱都徒然 誰給的都沒有我的那溫暖思緒那麼極端笑著的時候眼淚總是防不勝防離開我的肩膀時間原來比我想象中還長靠著我的肩膀 還能依偎在誰身旁失去的安全感 午夜夢迴倍感慌張靠著我的肩膀 幸福感覺的理所當然再多擁抱都徒然 誰給的都沒有我的那溫暖,正能量・勵志流行群,0.36043397,0.5606662,0.4853598,0.4363721,0.544035,0.38946068,5
芬蘭距離,蔡健雅,https://www.kkbox.com/tw/tc/song/X_uKBQmOxGbE5NLPao,蔡健雅,蔡健雅,蔡健雅 Tanya Chua,,Do you believe that That love can be found In every one of us Heal our wounded hearts Can you imagine That I could be the one To turn your world around Make you see the sun 如何愛 你才相信 這不是意外 這不是慷慨 為何放棄 為何懷疑 別太快 將我推開 用真心取代 你內心疑猜 如何拉近這一段 芬蘭距離 像一顆流星 你珍貴又深奧 卻無法被銬牢 害怕被擁抱 如何愛 你才相信 這不是意外 這不是慷慨 為何放棄 為何懷疑 別太快 將我推開 用真心取代 你內心疑猜 多想拉近這一段 芬蘭距離 如何愛 你才相信 這不是意外 這不是慷慨 為何放棄 為何懷疑 別太快 將我推開 用真心取代 你內心疑猜 多想拉近這一段 芬蘭距離 芬蘭距離 芬蘭距離 芬蘭距離,戀愛甜系・溫柔告白群,0.31485027,0.44399726,0.37564546,0.32480302,0.32689285,0.32130146,3
花田錯,王力宏,,陳鎮川,王力宏,王力宏,王力宏,"我犯了錯
夜好深了 紙窗裡怎麼亮著
那不是 徹夜等候 你為我點的燭火
不過是 一次邂逅 紅樓那一場夢
我的山水 全部褪色 像被大雨洗過
杯中景色詭魅 我忘了我是誰 心情就像夜涼如水
手裡握著蝴蝶杯 單飛 不醉不歸
花田裡犯了錯 說好 破曉前忘掉
花田裡犯了錯 擁抱 變成了煎熬
花田裡犯了錯 犯錯 像迷戀鏡花水月的無聊
花田裡犯了錯 請 原諒我多情的打擾
醉 怎麼會喝醉 美 因為你的美
愛匆匆一瞥不過點綴
飛 看大雪紛飛 卻 再也找不回
被白雪覆蓋那些青翠
當時空成為擁有你 唯一條件 我…又醉
琥珀色的月 結了霜的淚 我會記得這段歲月
花田裡犯了錯 說好 破曉前忘掉
花田裡犯了錯 擁抱 變成了煎熬
花田裡犯了錯 犯錯 像迷戀鏡花水月的無聊
花田裡犯了錯 請 原諒我多情的打擾
我的山水全部褪了色 多情的打擾請原諒我
不是徹夜為我點的火 在那花田裡我犯了錯
我的山水全部褪了色 多情的打擾請原諒我
不是徹夜為我點的火 在那花田裡我犯了錯
花田裡犯了錯 說好 破曉前忘掉
花田裡犯了錯 擁抱 變成了煎熬
花田裡犯了錯 犯錯 像迷戀鏡花水月的無聊
花田裡犯了錯 請 原諒我多情的打擾",能量爆發・搖滾帶感群,0.32795435,0.50850374,0.3747945,0.4263632,0.44355363,0.41610518,4
花季,陳芳語,https://www.kkbox.com/tw/tc/song/KmNlr7VoR1boN08Q9F,朱琳 / 改編:余竑龍,余竑龍,,,想不到你會在我的身旁 陪伴著我一起聞著花香 連蝴蝶都停在你的身上 金色的陽光灑在你臉龐 我的眼神都在你的身上 你就是我的太陽 帶領著我方向 沒有任何牽掛 沒有任何憂傷 你就是一道光 就讓我牽起你手心 帶你遨遊在天際 呼吸在和你一樣的空氣 只有我和你 帶你飛到月球去 帶你穿越了星際 所有甜蜜回憶 停留在這花季 你輕輕地靠在我的肩膀 數著一朵一朵彩色芬芳 時間都停止在 這美好的時光 沒有任何牽掛 沒有任何憂傷 你就是一道光 就讓我牽起你手心 帶你遨遊在天際 呼吸在和你一樣的空氣 只有我和你 帶你飛到月球去 帶你穿越了星際 所有甜蜜回憶 停留在這花季 就讓我牽起你手心 帶你遨遊在天際 呼吸在和你一樣的空氣 只有我和你 帶你飛到月球去 帶你穿越了星際 所有甜蜜回憶 停留在這花季,心碎系・失戀情緒群,0.40402913,0.35307324,0.36581624,0.317439,0.3137545,0.27534795,2
花房姑娘,崔健,,崔健,崔健,,,"我獨自走過你身旁
並沒有話要對你講
我不敢抬頭看著你的
噢~ 臉龐
你問我要去向何方
我指著大海的方向
你的驚奇像是給我
噢~ 讚揚
你問我要去向何方
我指著大海的方向
你問我要去向何方
我指著大海的方向
你帶我走進你的花房
我無法逃脫花的迷香
我不知不覺忘記了
噢~ 方向
你說我世上最堅強
我說你世上最善良
我不知不覺已和花兒
噢~ 一樣
你說我世上最堅強
我說你世上最善良
你說我世上最堅強
我說你世上最善良
你要我留在這地方
你要我和它們一樣
我看著你默默地說
噢~ 不能這樣
我想要回到老地方
我想要走在老路上
這時我才知離不開你
好吧~ 姑娘
我就要回到老地方
我就要走在老路上
你明知我已離不開你
好吧~ 姑娘
我就要回到老地方
我就要走在老路上
我明知我已離不開你
好吧~ 姑娘
我就要回到老地方
我就要走在老路上
我明知我已離不開你
好吧~ 姑娘
我就要回到老地方
我就要走在老路上
我明知我已離不開你
好吧~ 姑娘
我就要回到老地方
我就要走在老路上",心碎系・失戀情緒群,0.33073342,0.36039466,0.34762776,0.32172492,0.3221755,0.29340646,2
花想容,七月 / 聽潮閣,,Steven,Steven,HVSH/Steven,NEEDLE/汪銳Ray/Steven,"看小船兒輕飄蕩在水的中央
紅顏不覺一笑我不由痴望
風吹了花 佳人怪小生魯莽
花容伴醉又何妨
你回眸我驚慌失了模樣
又莞爾一笑撥亂我心跳
你紅唇輕啟言公子俊俏
你我相望心照不宣了
雲想你衣裳 花也想容
你好似那牡丹千嬌美濃
沉了魚 落了雁
瞭然如夢
猶如瑤臺月下逢
柔想你媚眼 花也想容
長安裡這佳人傾國傾城
閉了月羞了花
我唱這首
雲想衣裳 花想容
看小船兒輕飄蕩在水的中央
紅顏不覺一笑我不由痴望
風吹了花 佳人怪小生魯莽
花容伴醉又何妨
你回眸我驚慌失了模樣
又莞爾一笑撥亂我心跳
你紅唇輕啟言公子俊俏
你我相望心照不宣了
雲想你衣裳 花也想容
你好似那牡丹千嬌美濃
沉了魚 落了雁
瞭然如夢
猶如瑤臺月下逢
柔想你媚眼 花也想容
長安裡這佳人傾國傾城
閉了月羞了花
我唱這首
雲想衣裳 花想容",心碎系・失戀情緒群,0.52381074,0.4596819,0.47863036,0.4535703,0.42834678,0.41476348,2
表白,蕭亞軒,,倪子岡,倪子岡,倪子岡,,我一直很有自信平常不怕說出口但在你身邊時候突然感覺好害羞boy u make me so shyeverytime u walk by怎麼我會變這樣身體不聽我的從沒有過這感覺情緒失去控制dont know what u do to mei just know it feels rightnever felt this maylike i'm outte control不知道 不知道為什麼 對你說喜歡你 說不出口好想跟你表白好想跟你表白為什麼 為什麼不知道 怎麼說喜歡你 說不出口好想跟你表白好想跟你表白我一直很有自信平常不怕說出口但在你身邊時候突然感覺好害羞boy u make me so shyeverytime u walk by怎麼我會變這樣身體不聽我的從沒有過這感覺情緒失去控制dont know what u do to mei just know it feels rightnever felt this maylike i'm outte control不知道 不知道為什麼 對你說喜歡你 說不出口好想跟你表白好想跟你表白為什麼 為什麼不知道 怎麼說喜歡你 說不出口好想跟你表白好想跟你表白hey boy how ya doingwussup girl i'm doing good想要告訴你一件事情i don't know if i should沒有關係說吧不要想太多啦我要讓你知道that i wanna be your girl一直想要問你想不想rock my worldwah! 怎麼這樣你打動我的心我整個feel like im out control不知道 不知道為什麼 對你說喜歡你 說不出口好想跟你表白好想跟你表白為什麼 為什麼不知道 怎麼說喜歡你 說不出口好想跟你表白好想跟你表白好想跟你表白好想跟你表白好想跟你表白好想跟你表白,節奏律動・嘻哈舞曲群,0.30581388,0.39542174,0.4284516,0.35360736,0.38506,0.32232988,0
長大了以後,琳誼,https://www.kkbox.com/tw/tc/song/XZh7NuzpIDECpCvfez,琳誼 Ring,琳誼 Ring,怕胖團 閃亮 PAPUN BAND Shiny,,長大了以後開始走彎路 希望在每個轉角都有人欣賞 只要刻意迎合懂得偽裝 就能成為別人眼中完美的模樣 長大了以後還害怕失去 所以想把沙灘上的沙礫收集 可是大海雙手粗魯來襲 不願讓我弄壞他漂亮上衣 讓我回到假裝大人之前 有純真的笑臉 眼睛瞇成一條線 看著天空雲朵一遍又一遍 讓白色的美夢不斷的蔓延 蔓延 （長大了以後） 長大了以後開始走彎路 希望在每個轉角都有人欣賞 只要刻意迎合懂得偽裝 就能成為別人眼中完美的模樣 長大了以後還害怕失去 所以想把沙灘上的沙礫收集 可是大海雙手粗魯來襲 不願讓我弄壞他漂亮上衣 讓我回到假裝大人之前 有純真的笑臉 眼睛瞇成一條線 看著天空雲朵一遍又一遍 讓白色的美夢 不斷 的蔓延 蔓延 青春的時候像一隻蝴蝶 輕易飛過枯枝落葉 追著明天 飛著飛著就飛到了天邊 送走了青春 翅膀也不再鮮豔 飛著飛著就飛到了天邊 送走了青春 翅膀也不再鮮豔,正能量・勵志流行群,0.3066034,0.31847402,0.24559039,0.30841184,0.3160777,0.3307168,5
